161	162
161	163
161	165
161	166
161	169
162	163
162	164
162	165
162	166
162	167
163	164
163	165
163	166
163	167
163	168
164	165
164	166
164	167
164	168
164	169
165	166
165	167
165	168
165	169
165	170
166	167
166	168
166	169
166	170
167	168
167	169
167	170
168	169
168	170
168	171
168	172
168	173
169	170
169	171
169	172
169	173
169	174
170	171
170	172
170	173
170	174
170	175
171	172
171	173
171	174
171	175
171	176
172	173
172	174
172	175
172	176
172	177
173	174
173	175
173	176
173	177
173	178
174	175
174	176
174	177
174	178
174	179
175	176
175	177
175	178
175	179
175	180
176	177
176	178
176	179
176	180
176	181
177	178
177	179
177	180
177	181
177	182
178	179
178	180
178	181
178	182
178	183
179	180
179	181
179	182
179	183
179	184
180	181
180	182
180	183
180	184
180	185
180	186
180	193
181	182
181	183
181	184
181	185
182	183
182	184
183	184
183	185
184	185
184	186
185	186
185	187
185	191
186	187
186	188
186	191
186	192
186	193
187	188
187	189
187	190
187	191
187	192
188	189
188	190
188	191
189	190
189	191
190	191
190	192
191	192
191	193
192	193
192	194
193	194
193	195
194	195
194	196
195	196
195	197
195	198
195	200
196	197
196	198
196	199
196	200
197	198
197	199
197	200
198	199
198	200
199	200
