165	157	29	23	0	149	24	17	0	29	23	0	13	12	0	0	18	10	0	0	141	24	17	0	24	17	0	13	12	0	0	18	10	0	0	29	23	0	0	0	0	0	0	0	0	0	13	12	0	0	18	10	0	0	133	24	17	0	24	17	0	13	12	0	0	18	10	0	0	24	17	0	0	0	0	0	0	0	0	0	13	12	0	0	18	10	0	0	28	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	18	10	0	0	125	23	13	0	24	17	0	13	12	0	0	18	10	0	0	24	17	0	0	0	0	0	0	0	0	0	13	12	0	0	18	10	0	0	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	18	10	0	0	28	23	0	0	0	0	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	18	10	0	0
209	198	54	41	0	187	49	41	0	54	41	0	33	0	0	0	43	17	0	0	176	49	41	0	49	41	0	33	0	0	0	42	17	0	0	54	41	0	3	0	0	0	5	0	0	0	33	0	0	0	43	17	0	0	165	49	41	0	49	41	0	33	0	0	0	42	17	0	0	49	41	0	3	0	0	0	2	0	0	0	33	0	0	0	42	17	0	0	49	41	0	13	0	0	0	9	0	0	0	3	0	0	0	5	0	0	0	33	0	0	0	40	17	0	0	154	39	41	0	49	41	0	33	0	0	0	42	17	0	0	49	41	0	3	0	0	0	2	0	0	0	33	0	0	0	42	17	0	0	44	41	0	4	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0	33	0	0	0	39	17	0	0	49	41	0	7	0	0	0	39	26	0	0	13	0	0	0	9	0	0	0	3	0	0	0	5	0	0	0	33	0	0	0	40	17	0	0
273	258	83	82	0	243	68	72	0	83	82	0	53	80	0	0	66	90	0	0	228	68	72	0	68	72	0	53	80	0	0	60	84	0	0	83	82	0	7	0	0	0	12	0	0	0	53	80	0	0	66	90	0	0	213	68	72	0	68	72	0	53	80	0	0	60	84	0	0	68	72	0	7	0	0	0	5	0	0	0	53	80	0	0	60	84	0	0	82	82	0	17	0	0	0	17	0	0	0	7	0	0	0	12	0	0	0	53	80	0	0	66	90	0	0	198	55	72	0	68	72	0	53	80	0	0	60	84	0	0	68	72	0	7	0	0	0	5	0	0	0	53	80	0	0	60	84	0	0	67	72	0	4	0	0	0	8	0	0	0	7	0	0	0	5	0	0	0	53	80	0	0	60	84	0	0	82	82	0	33	0	0	0	71	54	0	0	17	0	0	0	17	0	0	0	7	0	0	0	12	0	0	0	53	80	0	0	66	90	0	0
283	268	96	90	0	253	84	75	0	96	90	0	68	76	0	0	100	60	0	0	238	82	74	0	84	75	0	66	72	0	0	92	54	0	0	96	90	0	22	4	0	0	16	6	0	0	68	76	0	0	100	60	0	0	223	79	73	0	82	74	0	64	72	0	0	87	54	0	0	84	75	0	21	4	0	0	11	0	0	0	66	72	0	0	92	54	0	0	95	90	0	36	3	0	0	20	21	0	0	22	4	0	0	16	6	0	0	68	76	0	0	100	60	0	0	208	62	66	0	79	73	0	59	68	0	0	80	51	0	0	82	74	0	19	4	0	0	10	0	0	0	64	72	0	0	87	54	0	0	83	75	0	23	0	0	0	12	10	0	0	21	4	0	0	11	0	0	0	66	72	0	0	92	54	0	0	95	90	0	26	12	0	0	94	137	0	0	36	3	0	0	20	21	0	0	22	4	0	0	16	6	0	0	68	76	0	0	100	60	0	0
307	290	119	123	0	273	103	98	0	119	123	0	90	170	0	0	166	109	0	0	256	98	94	0	103	98	0	86	156	0	0	149	95	0	0	119	123	0	42	28	0	0	23	42	0	0	90	170	0	0	166	109	0	0	239	92	92	0	98	94	0	80	156	0	0	134	94	0	0	103	98	0	40	28	0	0	18	27	0	0	86	156	0	0	149	95	0	0	118	123	0	50	4	0	0	23	49	0	0	42	28	0	0	23	42	0	0	90	170	0	0	166	109	0	0	222	68	84	0	92	92	0	64	150	0	0	120	88	0	0	98	94	0	28	28	0	0	13	24	0	0	80	156	0	0	134	94	0	0	102	98	0	35	0	0	0	14	31	0	0	40	28	0	0	18	27	0	0	86	156	0	0	149	95	0	0	118	123	0	38	12	0	0	109	218	0	0	50	4	0	0	23	49	0	0	42	28	0	0	23	42	0	0	90	170	0	0	166	109	0	0
397	376	156	189	5	355	123	166	0	156	189	5	106	207	0	0	273	273	5	0	334	117	146	0	123	166	0	97	183	0	0	211	230	0	0	154	189	5	53	93	0	0	33	64	10	0	106	207	0	0	268	273	5	0	313	110	125	0	117	146	0	93	161	0	0	192	191	0	0	121	166	0	52	78	0	0	30	55	0	0	97	183	0	0	206	230	0	0	154	189	5	51	135	5	0	31	59	5	0	53	93	0	0	33	64	10	0	106	207	0	0	268	273	5	0	292	77	113	0	110	125	0	71	146	0	0	175	154	0	0	115	146	0	37	62	0	0	23	46	0	0	93	161	0	0	187	191	0	0	121	166	0	29	118	0	0	20	52	0	0	52	78	0	0	30	55	0	0	97	183	0	0	206	230	0	0	154	189	5	61	57	18	0	133	331	5	0	51	135	5	0	31	59	5	0	53	93	0	0	33	64	10	0	106	207	0	0	268	273	5	0
304	286	138	135	2	268	100	124	0	138	135	2	101	79	0	0	273	303	2	0	250	92	115	0	100	124	0	89	74	0	0	194	273	0	0	138	135	2	49	97	0	0	30	46	0	0	101	79	0	0	273	303	2	0	232	87	106	0	92	115	0	83	66	0	0	169	257	0	0	100	124	0	47	89	0	0	27	43	0	0	89	74	0	0	194	273	0	0	137	135	2	56	95	2	0	34	22	0	0	49	97	0	0	30	46	0	0	101	79	0	0	273	303	2	0	214	61	96	0	87	106	0	68	65	0	0	156	237	0	0	92	115	0	30	85	0	0	19	40	0	0	83	66	0	0	169	257	0	0	99	124	0	33	90	0	0	19	21	0	0	47	89	0	0	27	43	0	0	89	74	0	0	194	273	0	0	137	135	2	65	57	6	0	112	179	0	0	56	95	2	0	34	22	0	0	49	97	0	0	30	46	0	0	101	79	0	0	273	303	2	0
247	234	107	62	0	221	77	54	0	107	62	0	66	0	0	0	238	128	0	0	208	70	54	0	77	54	0	54	0	0	0	162	96	0	0	107	62	0	48	0	0	0	24	33	0	0	66	0	0	0	238	128	0	0	195	68	54	0	70	54	0	50	0	0	0	142	96	0	0	77	54	0	46	0	0	0	22	33	0	0	54	0	0	0	162	96	0	0	107	62	0	62	0	0	0	29	9	0	0	48	0	0	0	24	33	0	0	66	0	0	0	238	128	0	0	182	50	48	0	68	54	0	46	0	0	0	136	96	0	0	70	54	0	33	0	0	0	16	33	0	0	50	0	0	0	142	96	0	0	77	54	0	41	0	0	0	15	9	0	0	46	0	0	0	22	33	0	0	54	0	0	0	162	96	0	0	107	62	0	45	24	0	0	87	129	0	0	62	0	0	0	29	9	0	0	48	0	0	0	24	33	0	0	66	0	0	0	238	128	0	0
358	340	118	137	0	322	72	110	0	118	137	0	64	126	0	0	247	359	0	0	304	64	94	0	72	110	0	47	96	0	0	143	267	0	0	118	137	0	37	111	0	0	29	62	0	0	64	126	0	0	247	359	0	0	286	60	88	0	64	94	0	43	96	0	0	123	222	0	0	72	110	0	31	105	0	0	20	53	0	0	47	96	0	0	143	267	0	0	118	137	0	48	59	0	0	18	27	0	0	37	111	0	0	29	62	0	0	64	126	0	0	247	359	0	0	268	46	74	0	60	88	0	34	90	0	0	115	214	0	0	64	94	0	20	96	0	0	15	40	0	0	43	96	0	0	123	222	0	0	72	110	0	32	44	0	0	10	24	0	0	31	105	0	0	20	53	0	0	47	96	0	0	143	267	0	0	118	137	0	36	74	0	0	82	122	0	0	48	59	0	0	18	27	0	0	37	111	0	0	29	62	0	0	64	126	0	0	247	359	0	0
171	163	53	21	0	155	30	13	0	53	21	0	18	0	0	0	117	57	0	0	147	29	13	0	30	13	0	15	0	0	0	58	31	0	0	53	21	0	12	0	0	0	13	0	0	0	18	0	0	0	117	57	0	0	139	29	13	0	29	13	0	15	0	0	0	55	31	0	0	30	13	0	12	0	0	0	10	0	0	0	15	0	0	0	58	31	0	0	53	21	0	16	0	0	0	12	0	0	0	12	0	0	0	13	0	0	0	18	0	0	0	117	57	0	0	131	25	9	0	29	13	0	15	0	0	0	55	31	0	0	29	13	0	12	0	0	0	9	0	0	0	15	0	0	0	55	31	0	0	30	13	0	6	0	0	0	5	0	0	0	12	0	0	0	10	0	0	0	15	0	0	0	58	31	0	0	53	21	0	22	8	0	0	41	26	0	0	16	0	0	0	12	0	0	0	12	0	0	0	13	0	0	0	18	0	0	0	117	57	0	0
